Area,Bedrooms,Bathrooms,Stories,Parking,Age,City,Furnishing,Main Road,Guest Room,Basement,Water Supply,Air Conditioning,Preferred Tenant,Locality Rating,Price
3379,4,1,2,2,34,Chennai,Semi-Furnished,No,Yes,Yes,Borewell,No,Company,2,1159010
2197,4,2,1,2,32,Hyderabad,Furnished,Yes,Yes,No,Both,Yes,Family,5,1431760
4790,3,2,3,2,17,Delhi,Semi-Furnished,Yes,No,No,Borewell,No,Company,4,1591467
4409,4,1,2,2,36,Delhi,Semi-Furnished,No,No,Yes,Both,No,Bachelor,9,1358207
5250,1,3,2,2,12,Kolkata,Semi-Furnished,Yes,Yes,No,Both,Yes,Bachelor,2,1303776
1794,5,1,2,1,9,Delhi,Semi-Furnished,No,No,No,Both,Yes,Family,7,1600786
4681,5,2,1,0,36,Chennai,Furnished,No,Yes,Yes,Borewell,Yes,Company,7,1708290
1669,2,2,1,0,25,Mumbai,Unfurnished,Yes,No,Yes,Corporation,No,Family,7,878752
5132,2,3,3,1,45,Hyderabad,Unfurnished,Yes,Yes,Yes,Borewell,No,Bachelor,1,1524139
5787,5,1,2,2,16,Pune,Semi-Furnished,No,Yes,No,Corporation,Yes,Family,8,1786691
4114,1,1,1,0,0,Bangalore,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,2,468860
929,3,1,3,1,24,Delhi,Semi-Furnished,No,Yes,No,Both,No,Family,5,1144639
4023,3,2,2,1,33,Delhi,Furnished,Yes,Yes,Yes,Both,Yes,Company,2,1163078
3358,1,1,1,0,38,Bangalore,Semi-Furnished,Yes,No,No,Corporation,No,Bachelor,5,732280
3314,3,3,2,0,9,Pune,Furnished,No,Yes,Yes,Corporation,Yes,Family,7,1208278
5289,4,2,2,2,19,Pune,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Bachelor,6,1568811
3991,5,2,1,2,6,Bangalore,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Company,5,1545892
2547,5,1,1,0,15,Pune,Unfurnished,Yes,Yes,Yes,Corporation,No,Bachelor,4,1014802
4973,1,3,1,2,36,Chennai,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Company,8,1242052
3769,3,2,2,1,28,Pune,Furnished,Yes,No,Yes,Borewell,Yes,Bachelor,8,1609024
1339,2,2,2,2,11,Hyderabad,Unfurnished,No,Yes,Yes,Corporation,Yes,Company,1,896747
925,2,1,3,2,16,Pune,Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,10,1383271
401,3,1,2,1,47,Delhi,Unfurnished,No,No,Yes,Corporation,No,Company,2,568712
774,2,3,1,2,19,Mumbai,Furnished,Yes,No,No,Corporation,Yes,Family,3,1079515
2740,1,1,2,1,25,Chennai,Unfurnished,Yes,No,No,Both,No,Family,1,685475
4405,1,3,3,2,47,Chennai,Furnished,No,No,No,Both,Yes,Bachelor,3,1124320
3452,3,2,3,0,18,Pune,Furnished,Yes,No,No,Corporation,No,Company,10,1163361
5048,2,3,1,2,46,Mumbai,Semi-Furnished,No,No,No,Borewell,No,Family,8,1277661
2765,1,3,1,0,11,Mumbai,Unfurnished,Yes,Yes,Yes,Both,No,Bachelor,4,1017862
1925,1,3,3,0,20,Kolkata,Unfurnished,No,No,No,Borewell,No,Family,7,843640
4876,4,2,3,0,41,Mumbai,Semi-Furnished,Yes,No,No,Borewell,Yes,Company,7,1432463
2046,4,1,3,0,33,Pune,Furnished,No,Yes,No,Both,Yes,Bachelor,5,1316611
413,1,2,1,0,6,Pune,Furnished,Yes,Yes,Yes,Borewell,No,Company,1,724101
4999,3,1,3,1,44,Bangalore,Unfurnished,No,Yes,No,Borewell,No,Company,10,1290375
2678,5,3,3,1,34,Delhi,Furnished,No,Yes,No,Corporation,No,Company,4,1200443
3555,5,3,1,1,14,Kolkata,Unfurnished,Yes,Yes,No,Corporation,Yes,Family,7,1401934
529,1,3,2,0,0,Pune,Unfurnished,No,Yes,No,Corporation,No,Bachelor,5,614955
4214,1,3,2,2,25,Bangalore,Furnished,No,No,Yes,Both,No,Company,2,1157970
5333,1,3,3,1,34,Kolkata,Furnished,Yes,Yes,No,Corporation,Yes,Family,8,1516861
3616,3,1,2,2,24,Delhi,Furnished,Yes,Yes,Yes,Borewell,Yes,Company,2,1466387
3338,4,1,2,2,41,Kolkata,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Family,8,1537417
4328,1,3,2,0,14,Bangalore,Unfurnished,Yes,Yes,No,Borewell,Yes,Bachelor,2,843569
2440,1,2,2,0,21,Hyderabad,Furnished,Yes,No,No,Borewell,Yes,Bachelor,5,1191950
427,2,2,3,0,5,Pune,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Bachelor,4,1278907
2513,3,3,2,1,14,Delhi,Furnished,No,Yes,No,Both,No,Bachelor,1,1031050
1652,1,1,2,0,23,Chennai,Unfurnished,No,No,No,Borewell,No,Company,8,644525
4756,2,2,1,1,20,Delhi,Semi-Furnished,No,No,No,Both,Yes,Family,10,1116046
2446,5,2,3,1,6,Delhi,Unfurnished,Yes,No,Yes,Borewell,No,Bachelor,3,1398589
5968,1,2,1,1,28,Delhi,Furnished,Yes,Yes,Yes,Both,Yes,Company,4,1404076
5943,1,3,1,1,31,Hyderabad,Furnished,No,No,No,Both,No,Bachelor,4,1399595
4955,2,2,3,0,31,Pune,Furnished,No,No,No,Borewell,Yes,Bachelor,5,1373491
4423,3,2,2,1,4,Bangalore,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Bachelor,3,1403620
4796,1,2,1,0,3,Pune,Semi-Furnished,No,Yes,Yes,Borewell,No,Family,9,972286
3774,5,2,3,0,21,Chennai,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Family,4,1552260
3866,1,1,2,1,17,Bangalore,Semi-Furnished,Yes,No,Yes,Corporation,Yes,Family,10,1320425
3481,5,3,3,0,34,Kolkata,Furnished,No,Yes,Yes,Corporation,Yes,Bachelor,4,1691153
4178,4,3,1,2,16,Kolkata,Furnished,Yes,Yes,Yes,Both,Yes,Company,6,1583763
1029,4,1,2,0,49,Kolkata,Furnished,Yes,Yes,Yes,Both,Yes,Company,8,1035286
669,5,1,2,0,49,Bangalore,Semi-Furnished,Yes,Yes,No,Corporation,Yes,Company,7,1323597
3039,3,3,3,1,23,Mumbai,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,4,1534933
2393,1,2,2,1,1,Hyderabad,Furnished,No,No,Yes,Borewell,No,Family,4,845193
3291,1,2,1,0,12,Mumbai,Furnished,Yes,No,No,Both,No,Company,5,1013362
5357,4,3,1,1,14,Pune,Semi-Furnished,Yes,No,No,Both,No,Bachelor,10,1467153
3832,5,2,1,2,4,Kolkata,Unfurnished,No,No,No,Both,No,Bachelor,5,1303723
1680,1,1,3,2,2,Hyderabad,Furnished,Yes,Yes,Yes,Corporation,No,Company,1,1005300
2760,1,2,2,1,36,Bangalore,Furnished,Yes,No,Yes,Corporation,Yes,Company,8,1088957
975,3,2,2,0,36,Kolkata,Furnished,No,No,No,Both,Yes,Bachelor,10,1189879
1707,2,2,2,2,36,Bangalore,Semi-Furnished,No,Yes,No,Borewell,No,Company,5,1181147
3592,4,3,1,2,2,Hyderabad,Furnished,Yes,Yes,No,Both,Yes,Bachelor,3,1431147
3578,4,1,2,0,34,Bangalore,Furnished,Yes,Yes,Yes,Corporation,No,Company,3,1326958
3134,2,2,1,1,22,Bangalore,Furnished,No,Yes,No,Borewell,No,Family,4,1040863
2612,1,3,2,2,27,Chennai,Furnished,Yes,No,Yes,Both,Yes,Bachelor,7,1309284
2752,3,2,1,0,29,Pune,Furnished,Yes,Yes,Yes,Corporation,Yes,Family,5,1372396
3968,3,1,2,0,17,Mumbai,Unfurnished,Yes,Yes,Yes,Borewell,No,Company,1,999974
2055,4,2,3,2,35,Mumbai,Unfurnished,No,Yes,Yes,Both,No,Bachelor,5,1382834
1979,3,1,3,1,32,Mumbai,Furnished,Yes,Yes,No,Corporation,No,Company,5,1298119
2603,2,2,1,2,25,Delhi,Furnished,No,Yes,No,Borewell,No,Bachelor,6,1013025
1790,1,1,1,0,47,Chennai,Furnished,No,Yes,No,Both,Yes,Company,7,821777
2142,2,2,2,2,39,Kolkata,Furnished,No,No,Yes,Borewell,No,Family,5,1042401
2325,5,1,2,1,16,Kolkata,Semi-Furnished,No,No,No,Borewell,Yes,Family,2,1235597
1019,4,2,3,0,39,Kolkata,Semi-Furnished,Yes,No,Yes,Borewell,No,Company,2,1064330
1674,3,2,2,1,6,Mumbai,Semi-Furnished,No,Yes,Yes,Corporation,No,Family,4,1192102
1356,5,3,1,2,7,Pune,Unfurnished,Yes,Yes,Yes,Both,Yes,Family,1,1443106
2339,3,3,1,2,30,Mumbai,Furnished,No,No,No,Borewell,Yes,Company,7,1394521
4353,1,1,1,1,11,Pune,Semi-Furnished,No,No,Yes,Borewell,Yes,Bachelor,1,842052
2781,1,2,1,2,47,Chennai,Furnished,Yes,No,Yes,Borewell,Yes,Company,3,775741
1368,1,1,1,1,30,Pune,Furnished,No,No,No,Corporation,Yes,Bachelor,10,851785
1716,3,3,3,2,43,Bangalore,Unfurnished,No,Yes,No,Borewell,No,Family,7,1257990
1443,5,1,3,1,18,Mumbai,Unfurnished,Yes,No,No,Corporation,No,Family,6,1265969
681,1,1,1,1,9,Kolkata,Semi-Furnished,No,Yes,Yes,Corporation,No,Family,7,618300
3244,5,3,2,0,38,Bangalore,Semi-Furnished,No,Yes,Yes,Borewell,Yes,Family,5,1368319
1458,3,2,1,0,11,Mumbai,Unfurnished,No,Yes,No,Borewell,Yes,Family,8,1104670
4693,5,1,3,1,19,Hyderabad,Unfurnished,Yes,No,Yes,Corporation,Yes,Bachelor,6,1522039
2932,3,3,1,2,36,Delhi,Furnished,No,No,Yes,Corporation,No,Bachelor,4,1267606
4228,3,2,3,2,47,Mumbai,Furnished,Yes,No,No,Borewell,Yes,Bachelor,1,1380960
5578,4,3,3,2,40,Hyderabad,Semi-Furnished,Yes,Yes,No,Corporation,No,Company,2,1633770
5680,3,1,1,1,6,Chennai,Semi-Furnished,Yes,Yes,No,Corporation,No,Family,6,1174407
1408,3,2,1,1,13,Hyderabad,Unfurnished,No,No,No,Borewell,No,Family,4,689767
1629,2,2,2,1,10,Chennai,Semi-Furnished,No,Yes,No,Borewell,Yes,Family,3,1103799
1435,1,3,3,1,6,Mumbai,Furnished,No,No,No,Both,No,Company,7,976631
4985,4,3,2,0,28,Chennai,Unfurnished,No,Yes,No,Borewell,No,Company,7,1391692
675,4,3,1,1,9,Hyderabad,Furnished,Yes,Yes,No,Borewell,No,Company,2,1288569
3140,4,2,3,2,28,Pune,Unfurnished,Yes,Yes,Yes,Borewell,Yes,Family,8,1508378
2689,2,2,2,0,8,Delhi,Unfurnished,No,Yes,Yes,Both,No,Bachelor,1,668757
1639,3,1,2,2,35,Bangalore,Furnished,No,Yes,Yes,Corporation,Yes,Company,10,1709752
5770,1,2,2,1,47,Bangalore,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Company,7,1196534
525,5,1,1,0,9,Delhi,Semi-Furnished,No,Yes,Yes,Borewell,No,Bachelor,10,1261512
4465,3,3,1,1,18,Kolkata,Semi-Furnished,No,No,Yes,Both,No,Company,1,1451819
4712,2,3,1,0,30,Bangalore,Semi-Furnished,No,Yes,Yes,Both,Yes,Bachelor,3,1286206
4268,3,2,3,2,16,Mumbai,Furnished,No,Yes,Yes,Both,No,Family,3,1417013
1608,3,3,1,1,8,Kolkata,Unfurnished,No,No,Yes,Corporation,Yes,Bachelor,10,1194412
5742,2,3,3,1,44,Mumbai,Furnished,No,No,Yes,Both,Yes,Bachelor,2,1303628
3649,4,2,2,0,32,Hyderabad,Semi-Furnished,Yes,No,Yes,Corporation,Yes,Family,10,1593194
1318,4,1,2,0,33,Hyderabad,Semi-Furnished,Yes,No,No,Borewell,No,Company,5,1074520
5813,1,2,1,1,44,Kolkata,Furnished,Yes,Yes,Yes,Borewell,Yes,Family,4,1135616
4323,1,1,2,0,23,Kolkata,Unfurnished,Yes,Yes,No,Borewell,Yes,Company,6,768553
4803,4,2,1,1,8,Kolkata,Furnished,No,No,Yes,Both,No,Company,2,1117994
5855,5,2,3,0,6,Kolkata,Furnished,No,Yes,No,Borewell,No,Bachelor,4,1800277
2369,3,3,2,2,15,Chennai,Furnished,Yes,No,Yes,Both,Yes,Family,7,1547695
3193,5,2,1,0,18,Pune,Unfurnished,Yes,Yes,No,Corporation,Yes,Bachelor,1,1286827
